job-title,location,type,categories,dated posted,aaply link
Facilities Repair & Maintenance Management - Entry Professional,"Vadodara, Gujarat
India",Onsite,Utilities / Facilities,04/14/2026,https://careers-se.icims.com/jobs/112149/login?iis=Job%20Board&iisn=linkedin&src=linkedin
"Lead, Finance Application Analyst","Bangalore, Karnataka
India",Hybrid,Digital Innovation & Technology,12/11/2025,https://careers-se.icims.com/jobs/102940/login?iis=Job%20Board&iisn=linkedin&src=linkedin
DGM- Sales (OEM),"Pune, Maharashtra
India",Onsite,Sales,01/20/2026,https://careers-se.icims.com/jobs/97933/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Project Manager - Team Leader (Professionals),"Bangalore, Karnataka
India",Onsite,General Management,02/25/2026,https://careers-se.icims.com/jobs/109751/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Senior Backend Developer,"Gurgaon, Haryana
India",Hybrid,Technical,03/13/2026,https://careers-se.icims.com/jobs/111477/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Manager - Service Sales,Multiple,Hybrid,Sales,03/06/2026,https://careers-se.icims.com/jobs/106451/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Software Serviceability Expert,"Bangalore, Karnataka
India",Hybrid,General Management,03/07/2026,https://careers-se.icims.com/jobs/110263/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Principle Engineer - Continuous Improvement,"Bangalore, Karnataka
India",Hybrid,Customer Projects & Services,10/21/2025,https://careers-se.icims.com/jobs/99923/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Cloud Security Operation Engineer (Devsecops),"Bangalore, Karnataka
India",Hybrid,Digital Innovation & Technology,03/20/2026,https://careers-se.icims.com/jobs/110869/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Deputy Manager - Production,"Vadodara, Gujarat
India",Onsite,Industrial / Manufacturing,12/23/2025,https://careers-se.icims.com/jobs/104533/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Principle Mechanical Engineer - Central Engineering,"Bangalore, Karnataka
India",Hybrid,Customer Projects & Services,04/15/2026,https://careers-se.icims.com/jobs/113587/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Deputy Manager - R&D (Panel Testing),"Vadodara, Gujarat
India",Onsite,Technical,02/26/2026,https://careers-se.icims.com/jobs/105444/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Application Analyst,"Bangalore, Karnataka
India",Hybrid,Digital Innovation & Technology,03/25/2026,https://careers-se.icims.com/jobs/113000/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Senior Mechanical Engineer,"Bangalore, Karnataka
India",Onsite,Technical,09/05/2025,https://careers-se.icims.com/jobs/97126/login?iis=Job%20Board&iisn=linkedin&src=linkedin
"Senior, Cybersecurity Penetration Tester","Bangalore, Karnataka
India",Hybrid,Technical,01/29/2026,https://careers-se.icims.com/jobs/105989/login?iis=Job%20Board&iisn=linkedin&src=linkedin
"Software, Staff Senior Design Engineer","Bangalore, Karnataka
India",Hybrid,Technical,05/05/2026,https://careers-se.icims.com/jobs/114608/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Senior Manager - Sales,"Jaipur, Rajasthan
India",Hybrid,Sales,08/13/2025,https://careers-se.icims.com/jobs/95884/login?iis=Job%20Board&iisn=linkedin&src=linkedin
System Platform Architect,"Bangalore, Karnataka
India",Hybrid,Technical,04/15/2026,https://careers-se.icims.com/jobs/108623/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Digital Asset Management (DAM)  - Solution Owner / Architect,"Bangalore, Karnataka
India",Hybrid,Innovation and Technology,05/22/2026,https://careers-se.icims.com/jobs/117273/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Senior Edge application Developer,Multiple,Hybrid,Technical,03/13/2026,https://careers-se.icims.com/jobs/111476/login?iis=Job%20Board&iisn=linkedin&src=linkedin
DGM - Digital Solutions (Fullstack Developer),"Mumbai, Maharashtra
India",Onsite,Technical,02/09/2026,https://careers-se.icims.com/jobs/104313/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Senior Manager - Production,"Ahmednagar, Maharashtra
India",Onsite,Customer Satisfaction & Quality,05/17/2026,https://careers-se.icims.com/jobs/113907/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Manager - LV Sales - Kolkatta - EZ,"Kolkatta, West Bengal
India",Hybrid,Sales,05/12/2026,https://careers-se.icims.com/jobs/116726/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Deputy Manager - R&D Embedded Systems,"Mumbai, Maharashtra
India",Onsite,Technical,04/20/2026,https://careers-se.icims.com/jobs/115089/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Deputy Manager - MV Sales - Hyderabad - SZ,"Hyderabad, Telangana
India",Onsite,Sales,04/23/2026,https://careers-se.icims.com/jobs/114142/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Product Marketing & Management - Senior Professional,"Bangalore, Karnataka
India",Hybrid,Marketing,05/05/2026,https://careers-se.icims.com/jobs/115987/login?iis=Job%20Board&iisn=linkedin&src=linkedin
DGM Business Development WZ,"Mumbai, Maharashtra
India",Onsite,Sales,04/03/2026,https://careers-se.icims.com/jobs/109778/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Inventory Controller,"Bangalore, Karnataka
India",Onsite,Supply Chain Planning,05/18/2026,https://careers-se.icims.com/jobs/114607/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Senior DevOps Engineer,Multiple,Hybrid,Technical,02/25/2026,https://careers-se.icims.com/jobs/109372/login?iis=Job%20Board&iisn=linkedin&src=linkedin
General Project Engineering  - Experienced Professional,"Maharashtra
India",Onsite,Technical,08/22/2025,https://careers-se.icims.com/jobs/94422/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Sr. Electrical Engineer,"Bangalore, Karnataka
India",Hybrid,Customer Projects & Services,04/30/2026,https://careers-se.icims.com/jobs/111270/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Deputy General Manager - EMCS Projects,"Mumbai, Maharashtra
India",Hybrid,Customer Projects & Services,04/02/2026,https://careers-se.icims.com/jobs/104979/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Manager EE procurement,"Bangalore, Karnataka
India",Onsite,Procurement,05/19/2026,https://careers-se.icims.com/jobs/117394/login?iis=Job%20Board&iisn=linkedin&src=linkedin
"Electromechanical, Staff Senior Design Engineer","Bangalore, Karnataka
India",Hybrid,Technical,04/23/2026,https://careers-se.icims.com/jobs/115204/login?iis=Job%20Board&iisn=linkedin&src=linkedin
"Senior Engineer II, Software Test","Bangalore, Karnataka
India",Onsite,Technical,05/11/2026,https://careers-se.icims.com/jobs/109213/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Senior Manager- KAM- Enterprise,"Hyderabad, Telangana
India",Hybrid,Sales,12/01/2025,https://careers-se.icims.com/jobs/102793/login?iis=Job%20Board&iisn=linkedin&src=linkedin
DGM -Manufacturing Production,"Bangalore, Karnataka
India",Onsite,Industrial / Manufacturing,05/19/2026,https://careers-se.icims.com/jobs/116867/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Manager Service Sales - PSIBS,"Pune, Maharashtra
India",Onsite,Sales,04/16/2026,https://careers-se.icims.com/jobs/107351/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Manager-Downstream Planning,"Bangalore, Karnataka
India",Onsite,Supply Chain Planning,04/14/2026,https://careers-se.icims.com/jobs/110202/login?iis=Job%20Board&iisn=linkedin&src=linkedin
DFSR Practitioner,"Bangalore, Karnataka
India",Hybrid,Customer Satisfaction and Quality,02/02/2026,https://careers-se.icims.com/jobs/105261/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Bid & Project Manager,India,Onsite,Customer Projects & Services,05/07/2026,https://careers-se.icims.com/jobs/109477/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Senior Manager -BD & Sales,"Mumbai, Maharashtra
India",Onsite,Sales,05/11/2026,https://careers-se.icims.com/jobs/108785/login?iis=Job%20Board&iisn=linkedin&src=linkedin
"Lead, ERP Business Analyst","Bangalore, Karnataka
India",Hybrid,Digital Innovation & Technology,12/10/2025,https://careers-se.icims.com/jobs/102990/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Integration (Electronic and Mechanical) Engineering - Senior Professional,"Bangalore, Karnataka
India",Onsite,Technical,03/19/2026,https://careers-se.icims.com/jobs/103302/login?iis=Job%20Board&iisn=linkedin&src=linkedin
"Expert, ERP Business Analyst (SAP FICO- Odyssey)","Bangalore, Karnataka
India",Hybrid,Digital Innovation & Technology,05/12/2026,https://careers-se.icims.com/jobs/115882/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Senior Manager - LV Sales - Bangalore - SZ,"Bangalore, Karnataka
India",Onsite,Sales,05/22/2026,https://careers-se.icims.com/jobs/117617/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Software Development Engineering (High Tech)  - Senior Professional,"Bangalore, Karnataka
India",Hybrid,Technical,05/06/2026,https://careers-se.icims.com/jobs/115805/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Senior QA Engineer-Cloud,"Gurgaon, Haryana
India",Hybrid,Technical,03/06/2026,https://careers-se.icims.com/jobs/109518/login?iis=Job%20Board&iisn=linkedin&src=linkedin
"Senior/Lead/Expert, ERP Business Analyst","Bangalore, Karnataka
India",Hybrid,Digital Innovation & Technology,05/05/2026,https://careers-se.icims.com/jobs/107584/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Installed Base Service Engineer,"Mumbai, Maharashtra
India",Onsite,Customer Projects & Services,04/14/2026,https://careers-se.icims.com/jobs/112798/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Sr. Manager Procurement Mech,"Bangalore, Karnataka
India",Onsite,Procurement,05/19/2026,https://careers-se.icims.com/jobs/117708/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Firmware Technical Expert,"Bangalore, Karnataka
India",Hybrid,Technical,11/06/2025,https://careers-se.icims.com/jobs/101061/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Manufacturing Execution System (MES) Configuration & Implementation - Entry Professional,"Ahmednagar, Maharashtra
India",Onsite,Industrial / Manufacturing,03/25/2026,https://careers-se.icims.com/jobs/109773/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Installed Base Service Engineer,"Jamnagar, Gujarat
India",Onsite,Customer Projects & Services,04/14/2026,https://careers-se.icims.com/jobs/112821/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Sr.Manager-Methods,"Bangalore, Karnataka
India",Onsite,Industrial / Manufacturing,05/07/2026,https://careers-se.icims.com/jobs/114505/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Offer Data Domain Program Manager,"Bangalore, Karnataka
India",Hybrid,Digital Innovation & Technology,04/28/2026,https://careers-se.icims.com/jobs/113059/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Application Design Engineer - UPS,Multiple,Hybrid,Customer Projects & Services,04/30/2026,https://careers-se.icims.com/jobs/115664/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Senior Software Engineer II,"Bangalore, Karnataka
India",Onsite,Technical,05/12/2026,https://careers-se.icims.com/jobs/109210/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Manager -  Commissioning,"Mumbai, Maharashtra
India",Onsite,"Customer Projects, Solutions and Services",05/21/2026,https://careers-se.icims.com/jobs/110302/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Manager - Learning Services,"Bangalore, Karnataka
India",Hybrid,Human Resources,05/04/2026,https://careers-se.icims.com/jobs/115799/login?iis=Job%20Board&iisn=linkedin&src=linkedin
QVE Technical Lead Engineer (FD Products),"Bangalore, Karnataka
India",Hybrid,Technical,12/10/2025,https://careers-se.icims.com/jobs/103553/login?iis=Job%20Board&iisn=linkedin&src=linkedin
"Software, Principal Technical Expert - GoLang","Bangalore, Karnataka
India",Hybrid,Technical,05/20/2026,https://careers-se.icims.com/jobs/117856/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Senior -Firmware Engineer,"Bangalore, Karnataka
India",Hybrid,Technical,05/13/2026,https://careers-se.icims.com/jobs/113800/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Senior Edge application Developer,Multiple,Hybrid,Technical,12/05/2025,https://careers-se.icims.com/jobs/103253/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Factory Project Engineer,"Tamil Nadu
India",Onsite,Customer Projects & Services,04/17/2026,https://careers-se.icims.com/jobs/114593/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Inventory Controller,"Bangalore, Karnataka
India",Onsite,Supply Chain Planning,05/22/2026,https://careers-se.icims.com/jobs/114499/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Deputy Manager - R&D,"Vadodara, Gujarat
India",Onsite,Technical,03/26/2026,https://careers-se.icims.com/jobs/112733/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Senior Devops Engineer,Multiple,Hybrid,Technical,12/05/2025,https://careers-se.icims.com/jobs/103256/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Master Data Management  lead,"Bangalore, Karnataka
India",Hybrid,Innovation and Technology,03/21/2026,https://careers-se.icims.com/jobs/111775/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Firmware Principal technical Expert - Linux Architect,"Bangalore, Karnataka
India",Hybrid,Technical,10/16/2025,https://careers-se.icims.com/jobs/99836/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Finance PMO,"Bangalore, Karnataka
India",Hybrid,Innovation and Technology,05/22/2026,https://careers-se.icims.com/jobs/111258/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Pre-sales Solution Architect (High Tech) - Expert Professional,"Bangalore, Karnataka
India",Hybrid,Sales,04/28/2026,https://careers-se.icims.com/jobs/105091/login?iis=Job%20Board&iisn=linkedin&src=linkedin
"Lead, ERP Business Analyst","Bangalore, Karnataka
India",Hybrid,Digital Innovation & Technology,04/13/2026,https://careers-se.icims.com/jobs/102916/login?iis=Job%20Board&iisn=linkedin&src=linkedin
"Expert, ERP Business Analyst","Bangalore, Karnataka
India",Hybrid,Digital Innovation & Technology,03/16/2026,https://careers-se.icims.com/jobs/103009/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Software Development Engineering (High Tech)  - Senior Professional,"Bangalore, Karnataka
India",Hybrid,Technical,05/06/2026,https://careers-se.icims.com/jobs/116045/login?iis=Job%20Board&iisn=linkedin&src=linkedin
"Senior, ERP Business Analyst","Bangalore, Karnataka
India",Hybrid,Digital Innovation & Technology,03/20/2026,https://careers-se.icims.com/jobs/112418/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Installed Base Service Engineer,"Mumbai, Maharashtra
India",Onsite,Customer Projects & Services,04/14/2026,https://careers-se.icims.com/jobs/112811/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Integration (Electronic and Mechanical) Engineering - Senior Professional,"Bangalore, Karnataka
India",Onsite,Technical,05/22/2026,https://careers-se.icims.com/jobs/117629/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Firmware Engineering,"Bangalore, Karnataka
India",Hybrid,Technical,04/21/2026,https://careers-se.icims.com/jobs/106389/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Installed Base Service Engineer,"Jamnagar, Gujarat
India",Onsite,Customer Projects & Services,04/14/2026,https://careers-se.icims.com/jobs/112787/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Manager - Consulting Services (EE&PQ),"Bangalore, Karnataka
India",Onsite,Customer Projects & Services,05/08/2026,https://careers-se.icims.com/jobs/115483/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Component Engineer- DCS QVE,"Bangalore, Karnataka
India",Onsite,Technical,01/27/2026,https://careers-se.icims.com/jobs/106769/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Sr. Manager Indirect Procurement Digitization Leader,"Bangalore, Karnataka
India",Onsite,Procurement,05/19/2026,https://careers-se.icims.com/jobs/115453/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Manager - R&D,"Mumbai, Maharashtra
India",Onsite,Technical,03/18/2026,https://careers-se.icims.com/jobs/112402/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Senior Firmware Engineer,"Bangalore, Karnataka
India",Hybrid,Technical,11/06/2025,https://careers-se.icims.com/jobs/101062/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Application Design Engineer,"Bangalore, Karnataka
India",Hybrid,"Customer Projects, Solutions and Services",01/13/2026,https://careers-se.icims.com/jobs/105342/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Senior Software Engineer,"Bangalore, Karnataka
India",Hybrid,Technical,11/06/2025,https://careers-se.icims.com/jobs/101204/login?iis=Job%20Board&iisn=linkedin&src=linkedin
PMO Tools & Processes Deployment Leader,"Bangalore, Karnataka
India",Onsite,General Management,04/02/2026,https://careers-se.icims.com/jobs/113606/login?iis=Job%20Board&iisn=linkedin&src=linkedin
"Lead, ERP Business Analyst","Bangalore, Karnataka
India",Hybrid,Digital Innovation & Technology,03/16/2026,https://careers-se.icims.com/jobs/103003/login?iis=Job%20Board&iisn=linkedin&src=linkedin
"Expert, bFS E2E & ERP specialist","Bangalore, Karnataka
India",Hybrid,Digital Innovation & Technology,03/31/2026,https://careers-se.icims.com/jobs/111467/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Installed base service Engineer,"Mumbai, Maharashtra
India",Onsite,Customer Projects & Services,04/14/2026,https://careers-se.icims.com/jobs/112805/login?iis=Job%20Board&iisn=linkedin&src=linkedin
"Senior, ERP Technical Analyst","Bangalore, Karnataka
India",Hybrid,Digital Innovation & Technology,02/27/2026,https://careers-se.icims.com/jobs/109361/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Integration (Electronic and Mechanical) Engineering - Experienced Professional,"Bangalore, Karnataka
India",Onsite,Technical,05/22/2026,https://careers-se.icims.com/jobs/117630/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Application Engineer - ECAD,Multiple,Onsite,Digital Innovation & Technology,03/11/2026,https://careers-se.icims.com/jobs/111237/login?iis=Job%20Board&iisn=linkedin&src=linkedin
